"Ward Code","Ward Name","Local Authority","Age","Population"
"E05000738","Werneth","Oldham","6","258"
"E05000738","Werneth","Oldham","7","268"
"E05000738","Werneth","Oldham","8","271"
"E05000738","Werneth","Oldham","9","275"
"E05000738","Werneth","Oldham","10","250"
"E05000738","Werneth","Oldham","11","244"
"E05000739","Balderstone and Kirkholt","Rochdale","5","148"
"E05000739","Balderstone and Kirkholt","Rochdale","6","169"
"E05000739","Balderstone and Kirkholt","Rochdale","7","161"
"E05000739","Balderstone and Kirkholt","Rochdale","8","169"
"E05000739","Balderstone and Kirkholt","Rochdale","9","166"
"E05000739","Balderstone and Kirkholt","Rochdale","10","161"
"E05000739","Balderstone and Kirkholt","Rochdale","11","142"
"E05000740","Bamford","Rochdale","5","114"
"E05000740","Bamford","Rochdale","6","114"
"E05000740","Bamford","Rochdale","7","129"
"E05000740","Bamford","Rochdale","8","113"
"E05000740","Bamford","Rochdale","9","122"
"E05000740","Bamford","Rochdale","10","122"
"E05000740","Bamford","Rochdale","11","123"
"E05000741","Castleton","Rochdale","5","126"
"E05000741","Castleton","Rochdale","6","151"
"E05000741","Castleton","Rochdale","7","142"
"E05000741","Castleton","Rochdale","8","120"
"E05000741","Castleton","Rochdale","9","133"
"E05000741","Castleton","Rochdale","10","105"
"E05000741","Castleton","Rochdale","11","111"
"E05000742","Central Rochdale","Rochdale","5","179"
"E05000742","Central Rochdale","Rochdale","6","171"
"E05000742","Central Rochdale","Rochdale","7","199"
"E05000742","Central Rochdale","Rochdale","8","151"
"E05000742","Central Rochdale","Rochdale","9","203"
"E05000742","Central Rochdale","Rochdale","10","192"
"E05000742","Central Rochdale","Rochdale","11","172"
"E05000743","East Middleton","Rochdale","5","120"
"E05000743","East Middleton","Rochdale","6","111"
"E05000743","East Middleton","Rochdale","7","115"
"E05000743","East Middleton","Rochdale","8","119"
"E05000743","East Middleton","Rochdale","9","108"
"E05000743","East Middleton","Rochdale","10","109"
"E05000743","East Middleton","Rochdale","11","115"
"E05000744","Healey","Rochdale","5","132"
"E05000744","Healey","Rochdale","6","118"
"E05000744","Healey","Rochdale","7","132"
"E05000744","Healey","Rochdale","8","127"
"E05000744","Healey","Rochdale","9","126"
"E05000744","Healey","Rochdale","10","114"
"E05000744","Healey","Rochdale","11","84"
"E05000745","Hopwood Hall","Rochdale","5","135"
"E05000745","Hopwood Hall","Rochdale","6","122"
"E05000745","Hopwood Hall","Rochdale","7","156"
"E05000745","Hopwood Hall","Rochdale","8","123"
"E05000745","Hopwood Hall","Rochdale","9","141"
"E05000745","Hopwood Hall","Rochdale","10","142"
"E05000745","Hopwood Hall","Rochdale","11","132"
"E05000746","Kingsway","Rochdale","5","237"
"E05000746","Kingsway","Rochdale","6","242"
"E05000746","Kingsway","Rochdale","7","199"
"E05000746","Kingsway","Rochdale","8","237"
"E05000746","Kingsway","Rochdale","9","208"
"E05000746","Kingsway","Rochdale","10","217"
"E05000746","Kingsway","Rochdale","11","172"
"E05000747","Littleborough Lakeside","Rochdale","5","108"
"E05000747","Littleborough Lakeside","Rochdale","6","96"
"E05000747","Littleborough Lakeside","Rochdale","7","94"
"E05000747","Littleborough Lakeside","Rochdale","8","106"
"E05000747","Littleborough Lakeside","Rochdale","9","101"
"E05000747","Littleborough Lakeside","Rochdale","10","75"
"E05000747","Littleborough Lakeside","Rochdale","11","103"
"E05000748","Milkstone and Deeplish","Rochdale","5","217"
"E05000748","Milkstone and Deeplish","Rochdale","6","213"
"E05000748","Milkstone and Deeplish","Rochdale","7","201"
"E05000748","Milkstone and Deeplish","Rochdale","8","202"
"E05000748","Milkstone and Deeplish","Rochdale","9","171"
"E05000748","Milkstone and Deeplish","Rochdale","10","203"
"E05000748","Milkstone and Deeplish","Rochdale","11","181"
"E05000749","Milnrow and Newhey","Rochdale","5","120"
"E05000749","Milnrow and Newhey","Rochdale","6","110"
"E05000749","Milnrow and Newhey","Rochdale","7","123"
"E05000749","Milnrow and Newhey","Rochdale","8","106"
"E05000749","Milnrow and Newhey","Rochdale","9","109"
"E05000749","Milnrow and Newhey","Rochdale","10","94"
"E05000749","Milnrow and Newhey","Rochdale","11","126"
"E05000750","Norden","Rochdale","5","112"
"E05000750","Norden","Rochdale","6","108"
"E05000750","Norden","Rochdale","7","111"
"E05000750","Norden","Rochdale","8","141"
"E05000750","Norden","Rochdale","9","119"
"E05000750","Norden","Rochdale","10","100"
"E05000750","Norden","Rochdale","11","114"
"E05000751","North Heywood","Rochdale","5","141"
"E05000751","North Heywood","Rochdale","6","122"
"E05000751","North Heywood","Rochdale","7","135"
"E05000751","North Heywood","Rochdale","8","118"
"E05000751","North Heywood","Rochdale","9","121"
"E05000751","North Heywood","Rochdale","10","116"
"E05000751","North Heywood","Rochdale","11","101"
"E05000752","North Middleton","Rochdale","5","146"
"E05000752","North Middleton","Rochdale","6","125"
"E05000752","North Middleton","Rochdale","7","118"
"E05000752","North Middleton","Rochdale","8","144"
"E05000752","North Middleton","Rochdale","9","126"
"E05000752","North Middleton","Rochdale","10","106"
"E05000752","North Middleton","Rochdale","11","110"
"E05000753","Smallbridge and Firgrove","Rochdale","5","189"
"E05000753","Smallbridge and Firgrove","Rochdale","6","227"
"E05000753","Smallbridge and Firgrove","Rochdale","7","212"
"E05000753","Smallbridge and Firgrove","Rochdale","8","199"
"E05000753","Smallbridge and Firgrove","Rochdale","9","204"
"E05000753","Smallbridge and Firgrove","Rochdale","10","185"
"E05000753","Smallbridge and Firgrove","Rochdale","11","193"
"E05000754","South Middleton","Rochdale","5","135"
"E05000754","South Middleton","Rochdale","6","96"
"E05000754","South Middleton","Rochdale","7","119"
"E05000754","South Middleton","Rochdale","8","118"
"E05000754","South Middleton","Rochdale","9","110"
"E05000754","South Middleton","Rochdale","10","95"
"E05000754","South Middleton","Rochdale","11","102"
"E05000755","Spotland and Falinge","Rochdale","5","166"
"E05000755","Spotland and Falinge","Rochdale","6","152"
"E05000755","Spotland and Falinge","Rochdale","7","168"
"E05000755","Spotland and Falinge","Rochdale","8","167"
"E05000755","Spotland and Falinge","Rochdale","9","152"
"E05000755","Spotland and Falinge","Rochdale","10","158"
"E05000755","Spotland and Falinge","Rochdale","11","150"
"E05000756","Wardle and West Littleborough","Rochdale","5","136"
"E05000756","Wardle and West Littleborough","Rochdale","6","138"
"E05000756","Wardle and West Littleborough","Rochdale","7","149"
"E05000756","Wardle and West Littleborough","Rochdale","8","134"
"E05000756","Wardle and West Littleborough","Rochdale","9","116"
"E05000756","Wardle and West Littleborough","Rochdale","10","124"
"E05000756","Wardle and West Littleborough","Rochdale","11","138"
"E05000757","West Heywood","Rochdale","5","163"
"E05000757","West Heywood","Rochdale","6","154"
"E05000757","West Heywood","Rochdale","7","140"
"E05000757","West Heywood","Rochdale","8","147"
"E05000757","West Heywood","Rochdale","9","152"
"E05000757","West Heywood","Rochdale","10","125"
"E05000757","West Heywood","Rochdale","11","140"
"E05000758","West Middleton","Rochdale","5","185"
"E05000758","West Middleton","Rochdale","6","183"
"E05000758","West Middleton","Rochdale","7","176"
"E05000758","West Middleton","Rochdale","8","188"
"E05000758","West Middleton","Rochdale","9","180"
"E05000758","West Middleton","Rochdale","10","133"
"E05000758","West Middleton","Rochdale","11","141"
"E05000759","Barton","Salford","5","176"
"E05000759","Barton","Salford","6","186"
"E05000759","Barton","Salford","7","151"
"E05000759","Barton","Salford","8","160"
"E05000759","Barton","Salford","9","150"
"E05000759","Barton","Salford","10","165"
"E05000759","Barton","Salford","11","113"
"E05000760","Boothstown and Ellenbrook","Salford","5","116"
"E05000760","Boothstown and Ellenbrook","Salford","6","100"
"E05000760","Boothstown and Ellenbrook","Salford","7","106"
"E05000760","Boothstown and Ellenbrook","Salford","8","123"
"E05000760","Boothstown and Ellenbrook","Salford","9","102"
"E05000760","Boothstown and Ellenbrook","Salford","10","100"
"E05000760","Boothstown and Ellenbrook","Salford","11","115"
"E05000761","Broughton","Salford","5","290"
"E05000761","Broughton","Salford","6","311"
"E05000761","Broughton","Salford","7","303"
"E05000761","Broughton","Salford","8","283"
"E05000761","Broughton","Salford","9","293"
"E05000761","Broughton","Salford","10","254"
"E05000761","Broughton","Salford","11","239"
"E05000762","Cadishead","Salford","5","148"
"E05000762","Cadishead","Salford","6","130"
"E05000762","Cadishead","Salford","7","165"
"E05000762","Cadishead","Salford","8","163"
"E05000762","Cadishead","Salford","9","130"
"E05000762","Cadishead","Salford","10","130"
"E05000762","Cadishead","Salford","11","129"
"E05000763","Claremont","Salford","5","123"
"E05000763","Claremont","Salford","6","112"
"E05000763","Claremont","Salford","7","111"
"E05000763","Claremont","Salford","8","105"
"E05000763","Claremont","Salford","9","122"
"E05000763","Claremont","Salford","10","87"
"E05000763","Claremont","Salford","11","78"
"E05000764","Eccles","Salford","5","130"
"E05000764","Eccles","Salford","6","142"
"E05000764","Eccles","Salford","7","116"
"E05000764","Eccles","Salford","8","130"
"E05000764","Eccles","Salford","9","122"
"E05000764","Eccles","Salford","10","96"
"E05000764","Eccles","Salford","11","91"
"E05000765","Irlam","Salford","5","166"
"E05000765","Irlam","Salford","6","129"
"E05000765","Irlam","Salford","7","156"
"E05000765","Irlam","Salford","8","116"
"E05000765","Irlam","Salford","9","140"
"E05000765","Irlam","Salford","10","120"
"E05000765","Irlam","Salford","11","106"
"E05000766","Irwell Riverside","Salford","5","150"
"E05000766","Irwell Riverside","Salford","6","142"
"E05000766","Irwell Riverside","Salford","7","134"
"E05000766","Irwell Riverside","Salford","8","108"
"E05000766","Irwell Riverside","Salford","9","108"
"E05000766","Irwell Riverside","Salford","10","117"
"E05000766","Irwell Riverside","Salford","11","100"
"E05000767","Kersal","Salford","5","224"
"E05000767","Kersal","Salford","6","237"
"E05000767","Kersal","Salford","7","230"
"E05000767","Kersal","Salford","8","226"
"E05000767","Kersal","Salford","9","232"
"E05000767","Kersal","Salford","10","225"
"E05000767","Kersal","Salford","11","213"
"E05000768","Langworthy","Salford","5","164"
"E05000768","Langworthy","Salford","6","160"
"E05000768","Langworthy","Salford","7","162"
"E05000768","Langworthy","Salford","8","121"
"E05000768","Langworthy","Salford","9","131"
"E05000768","Langworthy","Salford","10","117"
"E05000768","Langworthy","Salford","11","107"
"E05000769","Little Hulton","Salford","5","251"
"E05000769","Little Hulton","Salford","6","244"
"E05000769","Little Hulton","Salford","7","261"
"E05000769","Little Hulton","Salford","8","232"
"E05000769","Little Hulton","Salford","9","205"
"E05000769","Little Hulton","Salford","10","201"
"E05000769","Little Hulton","Salford","11","207"
"E05000770","Ordsall","Salford","5","106"
"E05000770","Ordsall","Salford","6","121"
"E05000770","Ordsall","Salford","7","89"
"E05000770","Ordsall","Salford","8","85"
"E05000770","Ordsall","Salford","9","92"
"E05000770","Ordsall","Salford","10","78"
"E05000770","Ordsall","Salford","11","83"
"E05000771","Pendlebury","Salford","5","172"
"E05000771","Pendlebury","Salford","6","157"
"E05000771","Pendlebury","Salford","7","181"
"E05000771","Pendlebury","Salford","8","155"
"E05000771","Pendlebury","Salford","9","147"
"E05000771","Pendlebury","Salford","10","172"
"E05000771","Pendlebury","Salford","11","121"
"E05000772","Swinton North","Salford","5","155"
"E05000772","Swinton North","Salford","6","145"
"E05000772","Swinton North","Salford","7","159"
"E05000772","Swinton North","Salford","8","156"
"E05000772","Swinton North","Salford","9","140"
"E05000772","Swinton North","Salford","10","138"
"E05000772","Swinton North","Salford","11","111"
"E05000773","Swinton South","Salford","5","154"
"E05000773","Swinton South","Salford","6","135"
"E05000773","Swinton South","Salford","7","143"
"E05000773","Swinton South","Salford","8","146"
"E05000773","Swinton South","Salford","9","127"
"E05000773","Swinton South","Salford","10","133"
"E05000773","Swinton South","Salford","11","136"
"E05000774","Walkden North","Salford","5","181"
"E05000774","Walkden North","Salford","6","177"
"E05000774","Walkden North","Salford","7","189"
"E05000774","Walkden North","Salford","8","152"
"E05000774","Walkden North","Salford","9","162"
"E05000774","Walkden North","Salford","10","146"
"E05000774","Walkden North","Salford","11","138"
"E05000775","Walkden South","Salford","5","116"
"E05000775","Walkden South","Salford","6","109"
"E05000775","Walkden South","Salford","7","116"
"E05000775","Walkden South","Salford","8","124"
"E05000775","Walkden South","Salford","9","86"
"E05000775","Walkden South","Salford","10","105"
"E05000775","Walkden South","Salford","11","98"
"E05000776","Weaste and Seedley","Salford","5","163"
"E05000776","Weaste and Seedley","Salford","6","152"
"E05000776","Weaste and Seedley","Salford","7","141"
"E05000776","Weaste and Seedley","Salford","8","150"
"E05000776","Weaste and Seedley","Salford","9","143"
"E05000776","Weaste and Seedley","Salford","10","138"
"E05000776","Weaste and Seedley","Salford","11","129"
"E05000777","Winton","Salford","5","173"
"E05000777","Winton","Salford","6","173"
"E05000777","Winton","Salford","7","196"
"E05000777","Winton","Salford","8","177"
"E05000777","Winton","Salford","9","188"
"E05000777","Winton","Salford","10","155"
"E05000777","Winton","Salford","11","141"
"E05000778","Worsley","Salford","5","109"
"E05000778","Worsley","Salford","6","114"
"E05000778","Worsley","Salford","7","115"
"E05000778","Worsley","Salford","8","130"
"E05000778","Worsley","Salford","9","116"
"E05000778","Worsley","Salford","10","110"
"E05000778","Worsley","Salford","11","123"
"E05000779","Bramhall North","Stockport","5","123"
"E05000779","Bramhall North","Stockport","6","152"
"E05000779","Bramhall North","Stockport","7","136"
"E05000779","Bramhall North","Stockport","8","160"
"E05000779","Bramhall North","Stockport","9","190"
"E05000779","Bramhall North","Stockport","10","165"
"E05000779","Bramhall North","Stockport","11","150"
"E05000780","Bramhall South and Woodford","Stockport","5","143"
"E05000780","Bramhall South and Woodford","Stockport","6","128"
"E05000780","Bramhall South and Woodford","Stockport","7","118"
"E05000780","Bramhall South and Woodford","Stockport","8","136"
"E05000780","Bramhall South and Woodford","Stockport","9","120"
"E05000780","Bramhall South and Woodford","Stockport","10","145"
"E05000780","Bramhall South and Woodford","Stockport","11","158"
"E05000781","Bredbury and Woodley","Stockport","5","154"
"E05000781","Bredbury and Woodley","Stockport","6","163"
"E05000781","Bredbury and Woodley","Stockport","7","170"
"E05000781","Bredbury and Woodley","Stockport","8","173"
"E05000781","Bredbury and Woodley","Stockport","9","132"
"E05000781","Bredbury and Woodley","Stockport","10","139"
"E05000781","Bredbury and Woodley","Stockport","11","134"
"E05000782","Bredbury Green and Romiley","Stockport","5","161"
"E05000782","Bredbury Green and Romiley","Stockport","6","190"
"E05000782","Bredbury Green and Romiley","Stockport","7","192"
"E05000782","Bredbury Green and Romiley","Stockport","8","177"
"E05000782","Bredbury Green and Romiley","Stockport","9","143"
"E05000782","Bredbury Green and Romiley","Stockport","10","157"
"E05000782","Bredbury Green and Romiley","Stockport","11","179"
"E05000783","Brinnington and Central","Stockport","5","241"
"E05000783","Brinnington and Central","Stockport","6","190"
"E05000783","Brinnington and Central","Stockport","7","216"
"E05000783","Brinnington and Central","Stockport","8","216"
"E05000783","Brinnington and Central","Stockport","9","216"
"E05000783","Brinnington and Central","Stockport","10","183"
"E05000783","Brinnington and Central","Stockport","11","191"
"E05000784","Cheadle and Gatley","Stockport","5","195"
"E05000784","Cheadle and Gatley","Stockport","6","197"
"E05000784","Cheadle and Gatley","Stockport","7","183"
"E05000784","Cheadle and Gatley","Stockport","8","177"
"E05000784","Cheadle and Gatley","Stockport","9","170"
"E05000784","Cheadle and Gatley","Stockport","10","187"
"E05000784","Cheadle and Gatley","Stockport","11","154"
"E05000785","Cheadle Hulme North","Stockport","5","175"
"E05000785","Cheadle Hulme North","Stockport","6","168"
"E05000785","Cheadle Hulme North","Stockport","7","142"
"E05000785","Cheadle Hulme North","Stockport","8","164"
"E05000785","Cheadle Hulme North","Stockport","9","149"
"E05000785","Cheadle Hulme North","Stockport","10","156"
"E05000785","Cheadle Hulme North","Stockport","11","151"
"E05000786","Cheadle Hulme South","Stockport","5","184"
"E05000786","Cheadle Hulme South","Stockport","6","165"
"E05000786","Cheadle Hulme South","Stockport","7","189"
"E05000786","Cheadle Hulme South","Stockport","8","183"
"E05000786","Cheadle Hulme South","Stockport","9","187"
"E05000786","Cheadle Hulme South","Stockport","10","172"
"E05000786","Cheadle Hulme South","Stockport","11","162"
"E05000787","Davenport and Cale Green","Stockport","5","249"
"E05000787","Davenport and Cale Green","Stockport","6","253"
"E05000787","Davenport and Cale Green","Stockport","7","257"
"E05000787","Davenport and Cale Green","Stockport","8","210"
"E05000787","Davenport and Cale Green","Stockport","9","243"
"E05000787","Davenport and Cale Green","Stockport","10","222"
"E05000787","Davenport and Cale Green","Stockport","11","216"
"E05000788","Edgeley and Cheadle Heath","Stockport","5","190"
"E05000788","Edgeley and Cheadle Heath","Stockport","6","191"
"E05000788","Edgeley and Cheadle Heath","Stockport","7","187"
"E05000788","Edgeley and Cheadle Heath","Stockport","8","200"
"E05000788","Edgeley and Cheadle Heath","Stockport","9","178"
"E05000788","Edgeley and Cheadle Heath","Stockport","10","162"
"E05000788","Edgeley and Cheadle Heath","Stockport","11","159"
"E05000789","Hazel Grove","Stockport","5","173"
"E05000789","Hazel Grove","Stockport","6","185"
"E05000789","Hazel Grove","Stockport","7","165"
"E05000789","Hazel Grove","Stockport","8","193"
"E05000789","Hazel Grove","Stockport","9","189"
"E05000789","Hazel Grove","Stockport","10","155"
"E05000789","Hazel Grove","Stockport","11","184"
"E05000790","Heald Green","Stockport","5","147"
"E05000790","Heald Green","Stockport","6","163"
"E05000790","Heald Green","Stockport","7","170"
"E05000790","Heald Green","Stockport","8","140"
"E05000790","Heald Green","Stockport","9","152"
"E05000790","Heald Green","Stockport","10","129"
"E05000790","Heald Green","Stockport","11","150"
"E05000791","Heatons North","Stockport","5","174"
"E05000791","Heatons North","Stockport","6","158"
"E05000791","Heatons North","Stockport","7","173"
"E05000791","Heatons North","Stockport","8","174"
"E05000791","Heatons North","Stockport","9","149"
"E05000791","Heatons North","Stockport","10","157"
"E05000791","Heatons North","Stockport","11","155"
"E05000792","Heatons South","Stockport","5","188"
"E05000792","Heatons South","Stockport","6","173"
"E05000792","Heatons South","Stockport","7","187"
"E05000792","Heatons South","Stockport","8","185"
"E05000792","Heatons South","Stockport","9","157"
"E05000792","Heatons South","Stockport","10","186"
"E05000792","Heatons South","Stockport","11","152"
"E05000793","Manor","Stockport","5","168"
"E05000793","Manor","Stockport","6","202"
"E05000793","Manor","Stockport","7","173"
"E05000793","Manor","Stockport","8","157"
"E05000793","Manor","Stockport","9","160"
"E05000793","Manor","Stockport","10","157"
"E05000793","Manor","Stockport","11","150"
"E05000794","Marple North","Stockport","5","147"
"E05000794","Marple North","Stockport","6","154"
"E05000794","Marple North","Stockport","7","148"
"E05000794","Marple North","Stockport","8","159"
"E05000794","Marple North","Stockport","9","146"
"E05000794","Marple North","Stockport","10","137"
"E05000794","Marple North","Stockport","11","129"
"E05000795","Marple South","Stockport","5","101"
"E05000795","Marple South","Stockport","6","106"
"E05000795","Marple South","Stockport","7","122"
"E05000795","Marple South","Stockport","8","114"
"E05000795","Marple South","Stockport","9","108"
"E05000795","Marple South","Stockport","10","108"
"E05000795","Marple South","Stockport","11","100"
"E05000796","Offerton","Stockport","5","155"
"E05000796","Offerton","Stockport","6","173"
"E05000796","Offerton","Stockport","7","197"
"E05000796","Offerton","Stockport","8","150"
"E05000796","Offerton","Stockport","9","189"
"E05000796","Offerton","Stockport","10","177"
"E05000796","Offerton","Stockport","11","163"
"E05000797","Reddish North","Stockport","5","210"
"E05000797","Reddish North","Stockport","6","197"
"E05000797","Reddish North","Stockport","7","217"
"E05000797","Reddish North","Stockport","8","191"
"E05000797","Reddish North","Stockport","9","176"
"E05000797","Reddish North","Stockport","10","183"
"E05000797","Reddish North","Stockport","11","169"
"E05000798","Reddish South","Stockport","5","147"
"E05000798","Reddish South","Stockport","6","160"
"E05000798","Reddish South","Stockport","7","146"
"E05000798","Reddish South","Stockport","8","170"
"E05000798","Reddish South","Stockport","9","134"
"E05000798","Reddish South","Stockport","10","138"
"E05000798","Reddish South","Stockport","11","127"
"E05000799","Stepping Hill","Stockport","5","117"
"E05000799","Stepping Hill","Stockport","6","132"
"E05000799","Stepping Hill","Stockport","7","163"
"E05000799","Stepping Hill","Stockport","8","149"
"E05000799","Stepping Hill","Stockport","9","162"
"E05000799","Stepping Hill","Stockport","10","146"
"E05000799","Stepping Hill","Stockport","11","128"
"E05000800","Ashton Hurst","Tameside","5","162"
"E05000800","Ashton Hurst","Tameside","6","145"
"E05000800","Ashton Hurst","Tameside","7","133"
"E05000800","Ashton Hurst","Tameside","8","145"
"E05000800","Ashton Hurst","Tameside","9","141"
"E05000800","Ashton Hurst","Tameside","10","153"
"E05000800","Ashton Hurst","Tameside","11","141"
"E05000801","Ashton St Michael's","Tameside","5","191"
"E05000801","Ashton St Michael's","Tameside","6","156"
"E05000801","Ashton St Michael's","Tameside","7","180"
"E05000801","Ashton St Michael's","Tameside","8","144"
"E05000801","Ashton St Michael's","Tameside","9","158"
"E05000801","Ashton St Michael's","Tameside","10","141"
"E05000801","Ashton St Michael's","Tameside","11","147"
"E05000802","Ashton Waterloo","Tameside","5","148"
"E05000802","Ashton Waterloo","Tameside","6","136"
"E05000802","Ashton Waterloo","Tameside","7","153"
"E05000802","Ashton Waterloo","Tameside","8","120"
"E05000802","Ashton Waterloo","Tameside","9","119"
"E05000802","Ashton Waterloo","Tameside","10","137"
"E05000802","Ashton Waterloo","Tameside","11","135"
"E05000803","Audenshaw","Tameside","5","166"
"E05000803","Audenshaw","Tameside","6","155"
"E05000803","Audenshaw","Tameside","7","139"
"E05000803","Audenshaw","Tameside","8","107"
"E05000803","Audenshaw","Tameside","9","150"
"E05000803","Audenshaw","Tameside","10","130"
"E05000803","Audenshaw","Tameside","11","125"
"E05000804","Denton North East","Tameside","5","130"
"E05000804","Denton North East","Tameside","6","108"
"E05000804","Denton North East","Tameside","7","139"
"E05000804","Denton North East","Tameside","8","135"
"E05000804","Denton North East","Tameside","9","129"
"E05000804","Denton North East","Tameside","10","103"
"E05000804","Denton North East","Tameside","11","109"
"E05000805","Denton South","Tameside","5","137"
"E05000805","Denton South","Tameside","6","146"
"E05000805","Denton South","Tameside","7","130"
"E05000805","Denton South","Tameside","8","110"
"E05000805","Denton South","Tameside","9","134"
"E05000805","Denton South","Tameside","10","131"
"E05000805","Denton South","Tameside","11","124"
"E05000806","Denton West","Tameside","5","121"
"E05000806","Denton West","Tameside","6","116"
"E05000806","Denton West","Tameside","7","115"
"E05000806","Denton West","Tameside","8","119"
"E05000806","Denton West","Tameside","9","132"
"E05000806","Denton West","Tameside","10","131"
"E05000806","Denton West","Tameside","11","118"
"E05000807","Droylsden East","Tameside","5","148"
"E05000807","Droylsden East","Tameside","6","138"
"E05000807","Droylsden East","Tameside","7","127"
"E05000807","Droylsden East","Tameside","8","129"
"E05000807","Droylsden East","Tameside","9","141"
"E05000807","Droylsden East","Tameside","10","128"
"E05000807","Droylsden East","Tameside","11","117"
"E05000808","Droylsden West","Tameside","5","159"
"E05000808","Droylsden West","Tameside","6","129"
"E05000808","Droylsden West","Tameside","7","142"
"E05000808","Droylsden West","Tameside","8","141"
"E05000808","Droylsden West","Tameside","9","113"
"E05000808","Droylsden West","Tameside","10","136"
"E05000808","Droylsden West","Tameside","11","137"
"E05000809","Dukinfield","Tameside","5","197"
"E05000809","Dukinfield","Tameside","6","173"
"E05000809","Dukinfield","Tameside","7","189"
"E05000809","Dukinfield","Tameside","8","145"
"E05000809","Dukinfield","Tameside","9","167"
"E05000809","Dukinfield","Tameside","10","143"
"E05000809","Dukinfield","Tameside","11","151"
"E05000810","Dukinfield Stalybridge","Tameside","5","136"
"E05000810","Dukinfield Stalybridge","Tameside","6","115"
"E05000810","Dukinfield Stalybridge","Tameside","7","148"
"E05000810","Dukinfield Stalybridge","Tameside","8","100"
"E05000810","Dukinfield Stalybridge","Tameside","9","111"
"E05000810","Dukinfield Stalybridge","Tameside","10","101"
"E05000810","Dukinfield Stalybridge","Tameside","11","97"
"E05000811","Hyde Godley","Tameside","5","168"
"E05000811","Hyde Godley","Tameside","6","158"
"E05000811","Hyde Godley","Tameside","7","174"
"E05000811","Hyde Godley","Tameside","8","173"
"E05000811","Hyde Godley","Tameside","9","144"
"E05000811","Hyde Godley","Tameside","10","155"
"E05000811","Hyde Godley","Tameside","11","149"
"E05000812","Hyde Newton","Tameside","5","190"
"E05000812","Hyde Newton","Tameside","6","217"
"E05000812","Hyde Newton","Tameside","7","200"
"E05000812","Hyde Newton","Tameside","8","198"
"E05000812","Hyde Newton","Tameside","9","203"
"E05000812","Hyde Newton","Tameside","10","160"
"E05000812","Hyde Newton","Tameside","11","155"
"E05000813","Hyde Werneth","Tameside","5","165"
"E05000813","Hyde Werneth","Tameside","6","162"
"E05000813","Hyde Werneth","Tameside","7","138"
"E05000813","Hyde Werneth","Tameside","8","149"
"E05000813","Hyde Werneth","Tameside","9","145"
"E05000813","Hyde Werneth","Tameside","10","143"
"E05000813","Hyde Werneth","Tameside","11","148"
"E05000814","Longdendale","Tameside","5","125"
"E05000814","Longdendale","Tameside","6","120"
"E05000814","Longdendale","Tameside","7","136"
"E05000814","Longdendale","Tameside","8","107"
"E05000814","Longdendale","Tameside","9","107"
"E05000814","Longdendale","Tameside","10","111"
"E05000814","Longdendale","Tameside","11","107"
"E05000815","Mossley","Tameside","5","146"
"E05000815","Mossley","Tameside","6","142"
"E05000815","Mossley","Tameside","7","149"
"E05000815","Mossley","Tameside","8","129"
"E05000815","Mossley","Tameside","9","126"
"E05000815","Mossley","Tameside","10","117"
"E05000815","Mossley","Tameside","11","134"
"E05000816","St Peter's","Tameside","5","214"
"E05000816","St Peter's","Tameside","6","183"
"E05000816","St Peter's","Tameside","7","173"
"E05000816","St Peter's","Tameside","8","201"
"E05000816","St Peter's","Tameside","9","172"
"E05000816","St Peter's","Tameside","10","184"
"E05000816","St Peter's","Tameside","11","162"
"E05000817","Stalybridge North","Tameside","5","188"
"E05000817","Stalybridge North","Tameside","6","181"
"E05000817","Stalybridge North","Tameside","7","192"
"E05000817","Stalybridge North","Tameside","8","163"
"E05000817","Stalybridge North","Tameside","9","166"
"E05000817","Stalybridge North","Tameside","10","150"
"E05000817","Stalybridge North","Tameside","11","147"
"E05000818","Stalybridge South","Tameside","5","148"
"E05000818","Stalybridge South","Tameside","6","135"
"E05000818","Stalybridge South","Tameside","7","141"
"E05000818","Stalybridge South","Tameside","8","134"
"E05000818","Stalybridge South","Tameside","9","145"
"E05000818","Stalybridge South","Tameside","10","134"
"E05000818","Stalybridge South","Tameside","11","107"
"E05000819","Altrincham","Trafford","5","175"
"E05000819","Altrincham","Trafford","6","196"
"E05000819","Altrincham","Trafford","7","146"
"E05000819","Altrincham","Trafford","8","152"
"E05000819","Altrincham","Trafford","9","134"
"E05000819","Altrincham","Trafford","10","146"
"E05000819","Altrincham","Trafford","11","127"
"E05000820","Ashton upon Mersey","Trafford","5","119"
"E05000820","Ashton upon Mersey","Trafford","6","148"
"E05000820","Ashton upon Mersey","Trafford","7","114"
"E05000820","Ashton upon Mersey","Trafford","8","131"
"E05000820","Ashton upon Mersey","Trafford","9","132"
"E05000820","Ashton upon Mersey","Trafford","10","127"
"E05000820","Ashton upon Mersey","Trafford","11","117"
"E05000821","Bowdon","Trafford","5","105"
"E05000821","Bowdon","Trafford","6","126"
"E05000821","Bowdon","Trafford","7","124"
"E05000821","Bowdon","Trafford","8","117"
"E05000821","Bowdon","Trafford","9","143"
"E05000821","Bowdon","Trafford","10","140"
"E05000821","Bowdon","Trafford","11","129"
"E05000822","Broadheath","Trafford","5","211"
"E05000822","Broadheath","Trafford","6","180"
"E05000822","Broadheath","Trafford","7","225"
"E05000822","Broadheath","Trafford","8","186"
"E05000822","Broadheath","Trafford","9","205"
"E05000822","Broadheath","Trafford","10","194"
