"LAEstab","Schoolname","Netcapacity..1.","Postcode","Easting","Northing","Local.Authority.Code","Local.Authority.Name","Ward.Code","Ward.Name"
3583301,"Bowdon CofE Primary School",630,"WA14 3EX",376391,386247,"E08000009","Trafford","E05000821","Bowdon"
3583304,"St Hugh's Catholic Primary School",630,"WA15 6TQ",377818,389613,"E08000009","Trafford","E05000837","Timperley"
3583305,"Altrincham CofE (Aided) Primary School",280,"WA14 4DS",376688,388252,"E08000009","Trafford","E05000819","Altrincham"
3583307,"St Anne's CofE Primary School",210,"M33 3ES",379589,391546,"E08000009","Trafford","E05000835","Sale Moor"
3583308,"St Mary's CofE Primary School",240,"M33 6SA",378013,392008,"E08000009","Trafford","E05000820","Ashton upon Mersey"
3583309,"Holy Family Catholic Primary School",210,"M33 2JA",380085,391556,"E08000009","Trafford","E05000835","Sale Moor"
3583310,"Our Lady of Lourdes Catholic Primary School",210,"M31 4PJ",371092,391411,"E08000009","Trafford","E05000824","Bucklow-St Martins"
3583311,"All Saints' Catholic Primary School",209,"M33 5NW",376816,392704,"E08000009","Trafford","E05000824","Bucklow-St Martins"
3583312,"St Joseph's Catholic Primary School",446,"M33 3AF",378975,391756,"E08000009","Trafford","E05000833","Priory"
3583313,"St Mary's CofE Primary School",193,"M41 5TJ",375904,395454,"E08000009","Trafford","E05000827","Davyhulme West"
3583314,"St Michael's CofE (Aided) Primary School",210,"M41 6JB",374689,394116,"E08000009","Trafford","E05000828","Flixton"
3583316,"St Hilda's CofE Primary School",315,"M16 0EX",381616,395003,"E08000009","Trafford","E05000832","Longford"
3583318,"English Martyrs' RC Primary School",210,"M41 5AH",376240,394790,"E08000009","Trafford","E05000838","Urmston"
3583319,"St Hugh of Lincoln RC Primary School",300,"M32 9PD",377757,395218,"E08000009","Trafford","E05000829","Gorse Hill"
3583324,"St Teresa's RC Primary School",210,"M16 0GQ",381279,395093,"E08000009","Trafford","E05000832","Longford"
3583325,"St Monica's RC Primary School",311,"M41 6QB",374144,394456,"E08000009","Trafford","E05000828","Flixton"
3583327,"Our Lady of the Rosary RC Primary School",210,"M41 7DS",376157,395672,"E08000009","Trafford","E05000826","Davyhulme East"
3583330,"St Margaret Ward Catholic Primary School",204,"M33 4GY",376414,390849,"E08000009","Trafford","E05000834","St Mary's"
3583331,"St Alphonsus RC Primary School",206,"M16 7PT",382597,396342,"E08000009","Trafford","E05000825","Clifford"
3583332,"St Vincent's Catholic Primary School",616,"WA15 8EU",377187,388159,"E08000009","Trafford","E05000819","Altrincham"
3592000,"Beech Hill Community Primary School",210,"WN6 7PT",357027,407141,"E08000010","Wigan","E05000862","Wigan West"
3592007,"Woodfield Primary School",210,"WN1 2NT",358340,407565,"E08000010","Wigan","E05000861","Wigan Central"
3592009,"Marsh Green Primary School",210,"WN5 0EF",355601,405998,"E08000010","Wigan","E05000857","Pemberton"
3592010,"Wigan Worsley Mesnes Community Primary School",210,"WN3 5HN",357301,403796,"E08000010","Wigan","E05000864","Worsley Mesnes"
3592013,"Mab's Cross Primary School",441,"WN1 1XL",358487,406143,"E08000010","Wigan","E05000861","Wigan Central"
3592015,"Marus Bridge Primary School",420,"WN3 6SP",356537,402909,"E08000010","Wigan","E05000863","Winstanley"
3592017,"Winstanley Community Primary School",361,"WN3 6JP",355434,402603,"E08000010","Wigan","E05000863","Winstanley"
3592023,"Orrell Holgate Primary School",210,"WN5 8SJ",353051,404442,"E08000010","Wigan","E05000856","Orrell"
3592026,"Orrell Newfold Community Primary School",409,"WN5 7BD",352689,403666,"E08000010","Wigan","E05000856","Orrell"
3592027,"Shevington Community Primary School",210,"WN6 8EW",353662,408542,"E08000010","Wigan","E05000858","Shevington with Lower Ground"
3592030,"Abram Bryn Gates Primary School",210,"WN2 5JT",359604,401333,"E08000010","Wigan","E05000840","Abram"
3592031,"Hindley Junior and Infant School",210,"WN2 3PN",362015,404138,"E08000010","Wigan","E05000849","Hindley"
3592032,"Hindley Green Primary School",420,"WN2 4SS",363801,403065,"E08000010","Wigan","E05000850","Hindley Green"
3592033,"Britannia Bridge Primary School",181,"WN3 4JH",358992,404858,"E08000010","Wigan","E05000851","Ince"
3592034,"Leigh Central Primary School",210,"WN7 1UY",365516,400403,"E08000010","Wigan","E05000854","Leigh West"
3592036,"Tyldesley Primary School",315,"M29 7PY",369591,401480,"E08000010","Wigan","E05000860","Tyldesley"
3592037,"Golborne Community Primary School",315,"WA3 3NN",360213,397913,"E08000010","Wigan","E05000848","Golborne and Lowton West"
3592039,"Lowton Junior and Infant School",210,"WA3 2AW",363044,397379,"E08000010","Wigan","E05000855","Lowton East"
3592040,"Newton Westpark Primary School",210,"WN7 5JY",364529,401668,"E08000010","Wigan","E05000854","Leigh West"
3592043,"R L Hughes Primary School",420,"WN4 9QL",357285,399423,"E08000010","Wigan","E05000846","Bryn"
3592045,"Meadowbank Primary School & Children's Centre",177,"M46 0HX",367616,403616,"E08000010","Wigan","E05000845","Atherton"
3592046,"Parklee Community School",315,"M46 0AR",367668,402876,"E08000010","Wigan","E05000844","Atherleigh"
3592047,"Wood Fold Primary School",417,"WN6 0TS",356002,409989,"E08000010","Wigan","E05000859","Standish with Langtree"
3592049,"Lowton West Primary School",404,"WA3 2ED",361599,397878,"E08000010","Wigan","E05000848","Golborne and Lowton West"
3592050,"Shevington Vale Primary School",136,"WN6 9JP",353466,409750,"E08000010","Wigan","E05000858","Shevington with Lower Ground"
3592051,"Nicol Mere School",407,"WN4 8DF",357389,400411,"E08000010","Wigan","E05000846","Bryn"
3592053,"Gilded Hollins Community School",196,"WN7 3PQ",364150,398046,"E08000010","Wigan","E05000855","Lowton East"
3592058,"Garrett Hall Primary School",416,"M29 7EY",370639,401515,"E08000010","Wigan","E05000843","Astley Mosley Common"
3592062,"Millbrook Primary School",183,"WN6 8DL",354814,408742,"E08000010","Wigan","E05000858","Shevington with Lower Ground"
3592064,"Orrell Lamberhead Green Community Primary School",450,"WN5 0AW",354618,404933,"E08000010","Wigan","E05000857","Pemberton"
3593007,"St James' CofE Primary School",210,"WN3 5XE",357019,404251,"E08000010","Wigan","E05000864","Worsley Mesnes"
3593010,"Bryn St Peter's CofE Primary School",210,"WN4 0DL",356892,400689,"E08000010","Wigan","E05000846","Bryn"
3593015,"Hindsford CofE Primary School",210,"M46 9BL",368270,402278,"E08000010","Wigan","E05000860","Tyldesley"
3593022,"Leigh Westleigh Methodist Primary School",183,"WN7 5NJ",365035,401935,"E08000010","Wigan","E05000844","Atherleigh"
3593023,"Chowbent Primary School",210,"M46 9FP",368106,403351,"E08000010","Wigan","E05000845","Atherton"
3593025,"Leigh CofE Junior School",388,"WN7 1LP",365802,400380,"E08000010","Wigan","E05000852","Leigh East"
3593027,"Bedford Hall Methodist Primary School",210,"WN7 3DJ",367040,399155,"E08000010","Wigan","E05000853","Leigh South"
3593029,"Ince St Mary's CofE Primary School",315,"WN3 4TJ",359550,403708,"E08000010","Wigan","E05000840","Abram"
3593030,"St Thomas' CofE Primary School, Leigh",420,"WN7 2BP",366845,399789,"E08000010","Wigan","E05000853","Leigh South"
3593300,"Wigan St Andrew's CofE Junior and Infant School",207,"WN6 7AU",357074,406467,"E08000010","Wigan","E05000862","Wigan West"
3593306,"Highfield St Matthew's CofE Primary School",480,"WN3 6BL",355475,403819,"E08000010","Wigan","E05000863","Winstanley"
3593308,"St John's CofE Primary School",208,"WN5 0DT",354762,404736,"E08000010","Wigan","E05000857","Pemberton"
3593310,"St Mark's CofE Primary School",209,"WN5 9DS",356659,404980,"E08000010","Wigan","E05000847","Douglas"
3593315,"Saint Paul's CofE Primary School",210,"WN3 6SB",356649,403427,"E08000010","Wigan","E05000863","Winstanley"
3593326,"St Mary and St John Catholic Primary School",210,"WN1 1XL",358487,406143,"E08000010","Wigan","E05000861","Wigan Central"
3593329,"St Patrick's Catholic Primary School",315,"WN1 3RZ",358947,405496,"E08000010","Wigan","E05000851","Ince"
3593331,"Sacred Heart Catholic Primary School",394,"WN6 7RH",357041,406933,"E08000010","Wigan","E05000862","Wigan West"
3593336,"St Aidan's Catholic Primary School, Wigan",315,"WN3 6EE",355726,403048,"E08000010","Wigan","E05000863","Winstanley"
3593338,"St Catharine's CofE Primary School",192,"WN1 3LP",359191,405633,"E08000010","Wigan","E05000851","Ince"
3593350,"St Thomas CofE Primary School",210,"WN4 8PQ",358135,399289,"E08000010","Wigan","E05000841","Ashton"
3593357,"Standish St Wilfrid's Church of England Primary Academy",500,"WN6 0XB",356638,410329,"E08000010","Wigan","E05000859","Standish with Langtree"
3593358,"Standish Lower Ground St Anne's CofE Primary School",126,"WN6 8JP",355987,407365,"E08000010","Wigan","E05000858","Shevington with Lower Ground"
3593360,"St John's Church of England Primary School, Abram",259,"WN2 5QE",360666,402261,"E08000010","Wigan","E05000840","Abram"
3593361,"Bickershaw CofE Primary School",154,"WN2 4AE",363060,401870,"E08000010","Wigan","E05000840","Abram"
3593362,"Hindley All Saints CofE Primary School",210,"WN2 3QS",362381,404361,"E08000010","Wigan","E05000849","Hindley"
3593363,"Castle Hill St Philip's CofE Primary School",210,"WN2 4DH",362619,404834,"E08000010","Wigan","E05000849","Hindley"
3593364,"Hindley Green St John's Junior and Infant School",210,"WN2 4SD",363678,403214,"E08000010","Wigan","E05000850","Hindley Green"
3593366,"St Peter's CofE Primary School",315,"WN2 3HY",361364,404165,"E08000010","Wigan","E05000849","Hindley"
3593367,"Ince CofE Primary School",420,"WN2 2AL",360049,405206,"E08000010","Wigan","E05000851","Ince"
3593370,"St Michael's CofE Primary School, Howe Bridge",210,"M46 0PA",366646,402602,"E08000010","Wigan","E05000844","Atherleigh"
3593373,"Westleigh St Paul's CofE Primary School",194,"WN7 5JN",365241,401771,"E08000010","Wigan","E05000844","Atherleigh"
3593374,"St Stephen's CofE Primary School",210,"M29 7BT",369698,400570,"E08000010","Wigan","E05000843","Astley Mosley Common"
3593376,"St John's CofE Primary School Mosley Common",157,"M28 1AE",371833,401388,"E08000010","Wigan","E05000843","Astley Mosley Common"
3593377,"St Luke's CofE Primary School",198,"WA3 2PW",361942,397292,"E08000010","Wigan","E05000855","Lowton East"
3593378,"Lowton St Mary's CofE (Voluntary Aided) Primary School",210,"WA3 1EW",363358,397770,"E08000010","Wigan","E05000855","Lowton East"
3593379,"St Thomas CofE Junior and Infant School",207,"WA3 3TH",360779,398142,"E08000010","Wigan","E05000848","Golborne and Lowton West"
3593382,"St Oswald's Catholic Primary School",349,"WN4 9AZ",357575,399184,"E08000010","Wigan","E05000841","Ashton"
3593383,"Our Lady Immaculate Catholic Primary School",140,"WN4 0LZ",356119,400634,"E08000010","Wigan","E05000846","Bryn"
3593386,"Our Lady's RC Primary School Wigan",210,"WN2 1RU",361082,408339,"E08000010","Wigan","E05000842","Aspull New Springs Whelley"
3593387,"Holy Family Catholic Primary School, New Springs, Wigan",140,"WN2 1EL",359995,406949,"E08000010","Wigan","E05000842","Aspull New Springs Whelley"
3593388,"St James' Catholic Primary School Orrell",420,"WN5 7AA",352721,403830,"E08000010","Wigan","E05000856","Orrell"
3593389,"St Marie's Catholic Primary School Standish",191,"WN6 0LF",356261,410577,"E08000010","Wigan","E05000859","Standish with Langtree"
3593390,"St Benedict's Catholic Primary School Hindley",210,"WN2 3DG",361387,404627,"E08000010","Wigan","E05000849","Hindley"
3593393,"Holy Family Catholic Primary School Platt Bridge",205,"WN2 5JF",360270,402412,"E08000010","Wigan","E05000840","Abram"
3593394,"St William's Catholic Primary School",210,"WN2 2DG",359778,405104,"E08000010","Wigan","E05000851","Ince"
3593396,"St Richard's Roman Catholic Primary School Atherton",210,"M46 0HA",367356,403630,"E08000010","Wigan","E05000845","Atherton"
3593397,"Sacred Heart RC Primary School",175,"M46 9BN",368066,402290,"E08000010","Wigan","E05000860","Tyldesley"
3593400,"St Joseph's Catholic Primary School Leigh",210,"WN7 2PR",366315,399842,"E08000010","Wigan","E05000853","Leigh South"
3593403,"Sacred Heart Catholic Primary School Leigh",315,"WN7 1UX",365541,400469,"E08000010","Wigan","E05000854","Leigh West"
3593405,"Twelve Apostles Catholic Primary School",210,"WN7 5JS",365038,401776,"E08000010","Wigan","E05000854","Leigh West"
3593406,"Holy Family Catholic Primary School",210,"M28 1AG",371240,401240,"E08000010","Wigan","E05000843","Astley Mosley Common"
3593407,"All Saints Catholic Primary School, Golborne, Wigan",210,"WA3 3LU",360799,397893,"E08000010","Wigan","E05000848","Golborne and Lowton West"
3593411,"St Gabriel's Catholic Primary School",315,"WN7 2YG",368076,401191,"E08000010","Wigan","E05000852","Leigh East"
3593412,"St Catherine's Catholic Primary School, Lowton",203,"WA3 2PQ",362241,397350,"E08000010","Wigan","E05000855","Lowton East"
3593413,"St Bernadette's Catholic Primary School",210,"WN6 8BD",354507,408593,"E08000010","Wigan","E05000858","Shevington with Lower Ground"
3593414,"St Wilfrids Catholic Primary School",199,"WN4 8SJ",358740,399826,"E08000010","Wigan","E05000841","Ashton"
3593415,"St Ambrose Barlow Catholic Primary School",210,"M29 7DY",369543,400372,"E08000010","Wigan","E05000843","Astley Mosley Common"
3593419,"Christ Church CofE Primary School, Pennington",197,"WN7 4HB",365654,399604,"E08000010","Wigan","E05000853","Leigh South"
3593423,"St Philip's CofE Primary School, Atherton",420,"M46 9FD",368082,403463,"E08000010","Wigan","E05000845","Atherton"
3593424,"Leigh CofE Infants' School",189,"WN7 1YE",365464,400323,"E08000010","Wigan","E05000854","Leigh West"
3593425,"St John's CofE Infant School, Leigh",135,"WN7 1RY",365635,400988,"E08000010","Wigan","E05000844","Atherleigh"
3593426,"Aspull Church Primary School",210,"WN2 1QW",362370,407451,"E08000010","Wigan","E05000842","Aspull New Springs Whelley"
3593427,"St David Haigh and Aspull CofE Primary School",182,"WN2 1PA",360444,408992,"E08000010","Wigan","E05000842","Aspull New Springs Whelley"
3593429,"Atherton St George's CofE Primary School",315,"M46 0HJ",367135,403747,"E08000010","Wigan","E05000845","Atherton"
3593431,"St Jude's Catholic Primary School Wigan",210,"WN3 5AN",356944,404174,"E08000010","Wigan","E05000864","Worsley Mesnes"
3593432,"Sacred Heart Catholic Primary School, Hindley Green",210,"WN2 4HD",363778,403515,"E08000010","Wigan","E05000850","Hindley Green"
3593433,"St Cuthbert's Catholic Primary School Wigan",420,"WN5 9LW",355427,404903,"E08000010","Wigan","E05000857","Pemberton"
3593434,"Tyldesley St George's Central CofE Primary School",280,"M29 8DH",369465,402064,"E08000010","Wigan","E05000860","Tyldesley"
3593435,"Canon Sharples Church of England Primary School and Nursery",378,"WN2 1BP",359403,406833,"E08000010","Wigan","E05000842","Aspull New Springs Whelley"
3593436,"Platt Bridge Community Primary School",420,"WN2 5NG",360588,403011,"E08000010","Wigan","E05000840","Abram"
3593437,"Westfield Community School",420,"WN5 9XN",355568,405299,"E08000010","Wigan","E05000857","Pemberton"
3593438,"Leigh St Peter's CofE Primary School",420,"WN7 4TP",364202,400395,"E08000010","Wigan","E05000854","Leigh West"
